ENS_ID,Gene_name,Chromosome
ENSG00000228063,LYPLAL1-DT,1
ENSG00000225561,LINC01710,1
ENSG00000305575,ENSG00000305575,1
ENSG00000143353,LYPLAL1,1
ENSG00000225920,RIMKLBP2,1
ENSG00000223842,ENSG00000223842,1
ENSG00000277007,ENSG00000277007,1
ENSG00000305505,ENSG00000305505,1
ENSG00000287676,ENSG00000287676,1
ENSG00000228536,LYPLAL1-AS1,1
ENSG00000305547,ENSG00000305547,1
ENSG00000238232,ENSG00000238232,1
ENSG00000215817,ZC3H11B,1
ENSG00000196660,SLC30A10,1
ENSG00000300928,ENSG00000300928,1
ENSG00000252086,RNA5SP76,1
ENSG00000308877,ENSG00000308877,1
ENSG00000221673,U3,1
ENSG00000136628,EPRS1,1
ENSG00000162813,BPNT1,1
ENSG00000067704,IARS2,1
ENSG00000310593,ENSG00000310593,1
ENSG00000207590,MIR215,1
ENSG00000207624,MIR194-1,1
ENSG00000232134,RPS15AP12,1
ENSG00000118873,RAB3GAP2,1
ENSG00000281696,MIR664A,1
ENSG00000222370,SNORA36B,1
ENSG00000270585,SNX2P1,1
ENSG00000270708,ENSG00000270708,1
ENSG00000310431,ENSG00000310431,1
ENSG00000218283,MORF4L1P1,1
ENSG00000213033,AURKAP1,1
ENSG00000230318,XRCC6P3,1
ENSG00000232883,RPLP0P5,1
ENSG00000226927,ENSG00000226927,1
ENSG00000260505,ENSG00000260505,1
ENSG00000293784,ENSG00000293784,1
ENSG00000297890,ENSG00000297890,1
ENSG00000235163,RPL7AP81,1
ENSG00000234863,ENSG00000234863,1
ENSG00000231529,LINC02779,1
ENSG00000226226,PRELID3BP1,1
ENSG00000307723,ENSG00000307723,1
ENSG00000116141,MARK1,1
ENSG00000243872,RN7SL464P,1
ENSG00000233012,HDAC1P2,1
ENSG00000293204,ENSG00000293204,1
ENSG00000162817,C1orf115,1
ENSG00000307004,ENSG00000307004,1
ENSG00000117791,MTARC2,1
ENSG00000297208,ENSG00000297208,1
ENSG00000186205,MTARC1,1
ENSG00000286231,ENSG00000286231,1
ENSG00000221571,RNU6ATAC35P,1
ENSG00000276642,LOC124900455,1
ENSG00000272823,ENSG00000272823,1
ENSG00000238078,LINC01352,1
ENSG00000257551,HLX-AS1,1
ENSG00000136630,HLX,1
ENSG00000297124,ENSG00000297124,1
ENSG00000296435,ENSG00000296435,1
ENSG00000296455,ENSG00000296455,1
ENSG00000305986,ENSG00000305986,1
ENSG00000296502,ENSG00000296502,1
ENSG00000299822,ENSG00000299822,1
ENSG00000226211,ENSG00000226211,1
ENSG00000294534,ENSG00000294534,1
ENSG00000294570,ENSG00000294570,1
ENSG00000294548,ENSG00000294548,1
ENSG00000234754,LINC02817,1
ENSG00000300975,ENSG00000300975,1
ENSG00000286398,ENSG00000286398,1
ENSG00000232436,ENSG00000232436,1
ENSG00000227585,ENSG00000227585,1
ENSG00000286421,LOC105372937,1
ENSG00000306602,ENSG00000306602,1
ENSG00000143507,DUSP10,1
ENSG00000308843,ENSG00000308843,1
ENSG00000232679,LINC01705,1
ENSG00000200033,RNU6-403P,1
ENSG00000307440,ENSG00000307440,1
ENSG00000228437,LINC02474,1
ENSG00000307458,ENSG00000307458,1
ENSG00000236230,ENSG00000236230,1
ENSG00000303336,ENSG00000303336,1
ENSG00000227613,QRSL1P2,1
ENSG00000298446,ENSG00000298446,1
ENSG00000226643,ENSG00000226643,1
ENSG00000234419,CICP13,1
ENSG00000276997,ENSG00000276997,1
ENSG00000222399,RNU6-791P,1
ENSG00000267305,ENSG00000267305,1
ENSG00000143512,HHIPL2,1
ENSG00000296516,ENSG00000296516,1
ENSG00000143498,TAF1A,1
ENSG00000225265,TAF1A-AS1,1
ENSG00000154305,MIA3,1
ENSG00000229399,ENSG00000229399,1
ENSG00000297360,ENSG00000297360,1
ENSG00000272750,ENSG00000272750,1
ENSG00000186063,AIDA,1
ENSG00000162819,BROX,1
ENSG00000287684,LOC105372984,1
ENSG00000197520,FAM177B,1
ENSG00000289880,ENSG00000289880,1
ENSG00000154309,DISP1,1
ENSG00000234523,NDUFB1P2,1
ENSG00000302784,ENSG00000302784,1
ENSG00000302753,ENSG00000302753,1
ENSG00000297912,ENSG00000297912,1
ENSG00000287338,ENSG00000287338,1
ENSG00000299361,ENSG00000299361,1
ENSG00000187554,TLR5,1
ENSG00000236846,LOC124904522,1
ENSG00000226601,ENSG00000226601,1
ENSG00000143502,SUSD4,1
ENSG00000251789,RNU4-57P,1
ENSG00000178395,CCDC185,1
ENSG00000203697,CAPN8,1
ENSG00000227002,SNRPEP10,1
ENSG00000212398,RNU6-1248P,1
ENSG00000162909,CAPN2,1
ENSG00000143514,TP53BP2,1
ENSG00000288999,ENSG00000288999,1
ENSG00000227621,PHB1P11,1
ENSG00000188460,ACTBP11,1
ENSG00000304680,ENSG00000304680,1
ENSG00000233771,CICP5,1
ENSG00000291068,ENSG00000291068,1
ENSG00000212157,RNU6-1319P,1
ENSG00000272645,GTF2IP20,1
ENSG00000290989,SEPTIN7P13,1
ENSG00000278467,ENSG00000278467,1
ENSG00000185495,SEPTIN7P13,1
ENSG00000229930,ENSG00000229930,1
ENSG00000302683,ENSG00000302683,1
ENSG00000293922,ENSG00000293922,1
ENSG00000252484,RN7SKP49,1
ENSG00000143756,FBXO28,1
ENSG00000236773,ENSG00000236773,1
ENSG00000143753,DEGS1,1
ENSG00000201898,SNORA72,1
ENSG00000232628,LOC101927143,1
ENSG00000237101,LOC101927164,1
ENSG00000143748,NVL,1
ENSG00000221406,MIR320B2,1
ENSG00000229742,ENSG00000229742,1
ENSG00000206887,RNU6-1008P,1
ENSG00000143771,CNIH4,1
ENSG00000162923,WDR26,1
ENSG00000266618,MIR4742,1
ENSG00000143786,CNIH3,1
ENSG00000229991,AKR1B1P1,1
ENSG00000233384,CNIH3-AS2,1
ENSG00000234247,DNAJB6P6,1
ENSG00000286174,ENSG00000286174,1
ENSG00000229400,CNIH3-AS1,1
ENSG00000225334,LINC02813,1
ENSG00000286719,ENSG00000286719,1
ENSG00000298676,ENSG00000298676,1
ENSG00000298651,ENSG00000298651,1
ENSG00000185842,DNAH14,1
ENSG00000143815,LBR,1
ENSG00000234476,LINC02765,1
ENSG00000282418,ENSG00000282418,1
ENSG00000289962,ENSG00000289962,1
ENSG00000306957,ENSG00000306957,1
ENSG00000154380,ENAH,1
ENSG00000289602,ENSG00000289602,1
ENSG00000226349,ENSG00000226349,1
ENSG00000227496,LOC102723834,1
ENSG00000223306,RNU6-1304P,1
ENSG00000143742,SRP9,1
ENSG00000234112,LEFTY3P,1
ENSG00000143819,EPHX1,1
ENSG00000242861,ENSG00000242861,1
ENSG00000196187,TMEM63A,1
ENSG00000243709,LEFTY1,1
ENSG00000255835,ENSG00000255835,1
ENSG00000143811,PYCR2,1
ENSG00000284519,MIR6741,1
ENSG00000248322,ENSG00000248322,1
ENSG00000143768,LEFTY2,1
ENSG00000213032,NDUFA3P3,1
ENSG00000143751,SDE2,1
ENSG00000289341,ENSG00000289341,1
ENSG00000272562,H3-3A-DT,1
ENSG00000163041,H3-3A,1
ENSG00000299101,ENSG00000299101,1
ENSG00000225518,LINC01703,1
ENSG00000299073,ENSG00000299073,1
ENSG00000299046,ENSG00000299046,1
ENSG00000270598,ENSG00000270598,1
ENSG00000234478,ACBD3-AS1,1
ENSG00000182827,ACBD3,1
ENSG00000299722,ENSG00000299722,1
ENSG00000223570,RPL34P7,1
ENSG00000185155,MIXL1,1
ENSG00000183814,LIN9,1
ENSG00000305366,ENSG00000305366,1
ENSG00000236994,YBX1P9,1
ENSG00000275406,ENSG00000275406,1
ENSG00000289348,ENSG00000289348,1
ENSG00000143799,PARP1,1
ENSG00000295046,ENSG00000295046,1
ENSG00000270287,ENSG00000270287,1
ENSG00000229965,RPS3AP7,1
ENSG00000223282,RN7SKP165,1
ENSG00000300711,ENSG00000300711,1
ENSG00000177770,CDKN2AIPNLP1,1
ENSG00000287627,ENSG00000287627,1
ENSG00000203685,STUM,1
ENSG00000143772,ITPKB,1
ENSG00000228382,ITPKB-IT1,1
ENSG00000228548,ITPKB-AS1,1
ENSG00000307739,ENSG00000307739,1
ENSG00000238183,RPS27P5,1
ENSG00000287259,LOC124904530,1
ENSG00000308473,ENSG00000308473,1
ENSG00000143801,PSEN2,1
ENSG00000288674,ENSG00000288674,1
ENSG00000303134,ENSG00000303134,1
ENSG00000163050,COQ8A,1
ENSG00000228525,ENSG00000228525,1
ENSG00000143776,CDC42BPA,1
ENSG00000233706,ENSG00000233706,1
ENSG00000303815,ENSG00000303815,1
ENSG00000287532,ENSG00000287532,1
ENSG00000228625,ENSG00000228625,1
ENSG00000228729,LOC100418874,1
ENSG00000236636,UBA5P1,1
ENSG00000287525,ENSG00000287525,1
ENSG00000294736,ENSG00000294736,1
ENSG00000294755,ENSG00000294755,1
ENSG00000310292,ENSG00000310292,1
ENSG00000234277,LINC01641,1
ENSG00000232864,NUCKS1P1,1
ENSG00000242757,RPS18P3,1
ENSG00000224834,BTF3P9,1
ENSG00000237193,ENSG00000237193,1
ENSG00000278180,ENSG00000278180,1
ENSG00000237469,TUBB8P10,1
ENSG00000235827,TUBB8P9,1
ENSG00000307652,ENSG00000307652,1
ENSG00000227711,RP11-275O4.3,1
ENSG00000287205,ENSG00000287205,1
ENSG00000202264,RNA5SP77,1
ENSG00000181450,ZNF678,1
ENSG00000225934,FAM133FP,1
ENSG00000215812,ZNF847P,1
ENSG00000143740,SNAP47,1
ENSG00000081692,JMJD4,1
ENSG00000230005,SNAP47-AS1,1
ENSG00000286389,LOC105373289,1
ENSG00000185888,PRSS38,1
ENSG00000302554,ENSG00000302554,1
ENSG00000143816,WNT9A,1
ENSG00000264483,MIR5008,1
ENSG00000304171,ENSG00000304171,1
ENSG00000233003,CICP26,1
ENSG00000274886,SEPTIN14P17,1
ENSG00000154342,WNT3A,1
ENSG00000276255,LINC02809,1
ENSG00000143761,ARF1,1
ENSG00000307566,ENSG00000307566,1
ENSG00000284163,MIR3620,1
ENSG00000143793,C1orf35,1
ENSG00000299474,ENSG00000299474,1
ENSG00000162910,MRPL55,1
ENSG00000224566,CIAO2AP2,1
ENSG00000287895,ENSG00000287895,1
ENSG00000280157,ENSG00000280157,1
ENSG00000305780,ENSG00000305780,1
ENSG00000227625,ENSG00000227625,1
ENSG00000143774,GUK1,1
ENSG00000198835,GJC2,1
ENSG00000307924,ENSG00000307924,1
ENSG00000203684,IBA57-DT,1
ENSG00000181873,IBA57,1
ENSG00000304651,ENSG00000304651,1
ENSG00000162913,OBSCN-AS1,1
ENSG00000154358,OBSCN,1
ENSG00000269934,LOC124904535,1
ENSG00000270110,ENSG00000270110,1
ENSG00000286773,ENSG00000286773,1
ENSG00000287315,LOC101927401,1
ENSG00000270104,ENSG00000270104,1
ENSG00000154370,TRIM11,1
ENSG00000270094,TRIM11-AS1,1
ENSG00000284311,MIR6742,1
ENSG00000162931,TRIM17,1
ENSG00000231563,ENSG00000231563,1
ENSG00000168148,H3-4,1
ENSG00000181218,H2AC25,1
ENSG00000295545,ENSG00000295545,1
ENSG00000230841,RPL23AP15,1
ENSG00000196890,H2BC26,1
ENSG00000297366,ENSG00000297366,1
ENSG00000266174,MIR4666A,1
ENSG00000181201,H2BC27P,1
ENSG00000293430,ENSG00000293430,1
ENSG00000279306,ENSG00000279306,1
ENSG00000168159,RNF187,1
ENSG00000296453,ENSG00000296453,1
ENSG00000215811,BTNL10P,1
ENSG00000202056,RNA5SP19,1
ENSG00000251823,RNA5SP162,1
ENSG00000199352,RNA5S1,1
ENSG00000201588,RNA5S2,1
ENSG00000199337,RNA5S3,1
ENSG00000200381,RNA5S4,1
ENSG00000199396,RNA5S5,1
ENSG00000200624,RNA5S6,1
ENSG00000202521,RNA5S7,1
ENSG00000200343,RNA5S8,1
ENSG00000201321,RNA5S9,1
ENSG00000199910,RNA5S10,1
ENSG00000199334,RNA5S11,1
ENSG00000199270,RNA5S12,1
ENSG00000202526,RNA5S13,1
ENSG00000201355,RNA5S14,1
ENSG00000201925,RNA5S15,1
ENSG00000202257,RNA5S16,1
ENSG00000200370,RNA5S17,1
ENSG00000309514,ENSG00000309514,1
ENSG00000212237,RNA5SP18,1
ENSG00000183929,DUSP5P1,1
ENSG00000206878,LOC124900442,1
ENSG00000234975,FTH1P2,1
ENSG00000116574,RHOU,1
ENSG00000309446,ENSG00000309446,1
ENSG00000309464,ENSG00000309464,1
ENSG00000271475,LOC100421842,1
ENSG00000309426,ENSG00000309426,1
ENSG00000310264,ENSG00000310264,1
ENSG00000310329,ENSG00000310329,1
ENSG00000310344,ENSG00000310344,1
ENSG00000310305,ENSG00000310305,1
ENSG00000310285,ENSG00000310285,1
ENSG00000271399,ENSG00000271399,1
ENSG00000306441,ENSG00000306441,1
ENSG00000305686,ENSG00000305686,1
ENSG00000236975,LINC02814,1
ENSG00000229840,ISCA1P2,1
ENSG00000297391,ENSG00000297391,1
ENSG00000233920,ENSG00000233920,1
ENSG00000177800,TMEM78,1
ENSG00000306866,ENSG00000306866,1
ENSG00000177788,RAB4A-AS1,1
ENSG00000168118,RAB4A,1
ENSG00000237481,ENSG00000237481,1
ENSG00000154429,CCSAP,1
ENSG00000295926,ENSG00000295926,1
ENSG00000252506,RNU6-180P,1
ENSG00000288862,ENSG00000288862,1
ENSG00000252051,RN7SKP276,1
ENSG00000230331,ENSG00000230331,1
ENSG00000143632,ACTA1,1
ENSG00000290037,ENSG00000290037,1
ENSG00000069248,NUP133,1
ENSG00000226920,RP5-1068B5.3,1
ENSG00000223635,NUP133-DT,1
ENSG00000135776,ABCB10,1
ENSG00000199672,RNU4-21P,1
ENSG00000201492,RNA5SP78,1
ENSG00000310399,ENSG00000310399,1
ENSG00000229367,HMGN2P19,1
ENSG00000135801,TAF5L,1
ENSG00000135763,URB2,1
ENSG00000213028,KIAA1191P3,1
ENSG00000225984,HMGB1P26,1
ENSG00000301071,ENSG00000301071,1
ENSG00000227043,LINC01682,1
ENSG00000304899,ENSG00000304899,1
ENSG00000305584,ENSG00000305584,1
ENSG00000228058,LINC01736,1
ENSG00000143641,GALNT2,1
ENSG00000308051,ENSG00000308051,1
ENSG00000308068,ENSG00000308068,1
ENSG00000227006,LOC124904542,1
ENSG00000224407,ENSG00000224407,1
ENSG00000293789,ENSG00000293789,1
ENSG00000177614,PGBD5,1
ENSG00000306120,ENSG00000306120,1
ENSG00000282564,LOC124904544,1
ENSG00000305679,ENSG00000305679,1
ENSG00000232964,LINC01737,1
ENSG00000235817,RPS24P4,1
ENSG00000305699,ENSG00000305699,1
ENSG00000135775,COG2,1
ENSG00000135744,AGT,1
ENSG00000244137,CAPN9-AS1,1
ENSG00000296708,ENSG00000296708,1
ENSG00000135773,CAPN9,1
ENSG00000225656,LOC124904546,1
ENSG00000202063,RNA5SP79,1
ENSG00000302852,ENSG00000302852,1
ENSG00000119280,C1orf198,1
ENSG00000223393,ENSG00000223393,1
ENSG00000288037,ENSG00000288037,1
ENSG00000287395,ENSG00000287395,1
ENSG00000240502,RN7SL837P,1
ENSG00000143643,TTC13,1
ENSG00000173409,ARV1,1
ENSG00000182118,FAM89A,1
ENSG00000283799,MIR1182,1
ENSG00000227934,ENSG00000227934,1
ENSG00000297144,ENSG00000297144,1
ENSG00000229595,ENSG00000229595,1
ENSG00000295849,ENSG00000295849,1
ENSG00000119283,TRIM67,1
ENSG00000235710,TRIM67-AS1,1
ENSG00000143633,FSAF1,1
ENSG00000116906,GNPAT,1
ENSG00000222407,RNA5SP80,1
ENSG00000305020,ENSG00000305020,1
ENSG00000116903,EXOC8,1
ENSG00000010072,SPRTN,1
ENSG00000287450,ENSG00000287450,1
ENSG00000308739,ENSG00000308739,1
ENSG00000135766,EGLN1,1
ENSG00000287856,ENSG00000287856,1
ENSG00000223982,SNRPD2P2,1
ENSG00000233461,TSNAX-DT,1
ENSG00000116918,TSNAX,1
ENSG00000270106,TSNAX-DISC1,1
ENSG00000229228,LINC00582,1
ENSG00000162946,DISC1,1
ENSG00000222986,RNU5A-5P,1
ENSG00000286071,LOC105373170,1
ENSG00000274121,ENSG00000274121,1
ENSG00000294234,ENSG00000294234,1
ENSG00000226758,DISC1-IT1,1
ENSG00000297574,ENSG00000297574,1
ENSG00000308323,ENSG00000308323,1
ENSG00000235152,ENSG00000235152,1
ENSG00000236372,ENSG00000236372,1
ENSG00000224436,ENSG00000224436,1
ENSG00000242794,RN7SL299P,1
ENSG00000305110,ENSG00000305110,1
ENSG00000305131,ENSG00000305131,1
ENSG00000305149,ENSG00000305149,1
ENSG00000116991,SIPA1L2,1
ENSG00000299398,ENSG00000299398,1
ENSG00000238382,RNU6-1211P,1
ENSG00000225919,LINC01745,1
ENSG00000236497,LINC01744,1
ENSG00000307391,ENSG00000307391,1
ENSG00000300003,ENSG00000300003,1
ENSG00000212916,MAP10,1
ENSG00000206835,RNU1-74P,1
ENSG00000286774,LOC101927711,1
ENSG00000303556,ENSG00000303556,1
ENSG00000232175,ENSG00000232175,1
ENSG00000303568,ENSG00000303568,1
ENSG00000135778,NTPCR,1
ENSG00000135749,PCNX2,1
ENSG00000298828,ENSG00000298828,1
ENSG00000300424,ENSG00000300424,1
ENSG00000231940,RPS7P3,1
ENSG00000251508,ENSG00000251508,1
ENSG00000143674,MAP3K21,1
ENSG00000299523,ENSG00000299523,1
ENSG00000252501,RNU4-77P,1
ENSG00000287423,ENSG00000287423,1
ENSG00000289305,ENSG00000289305,1
ENSG00000135750,KCNK1,1
ENSG00000265744,MIR4427,1
ENSG00000286109,ENSG00000286109,1
ENSG00000306050,ENSG00000306050,1
ENSG00000225486,ENSG00000225486,1
ENSG00000286666,ENSG00000286666,1
ENSG00000287921,ENSG00000287921,1
ENSG00000183780,SLC35F3,1
ENSG00000236101,RAC1P7,1
ENSG00000233332,LOC124904553,1
ENSG00000231272,ENSG00000231272,1
ENSG00000236244,SLC35F3-AS1,1
ENSG00000232166,RPL9P10,1
ENSG00000264377,MIR4671,1
ENSG00000235605,RPS15P2,1
ENSG00000236358,ENSG00000236358,1
ENSG00000273367,ENSG00000273367,1
ENSG00000231663,COA6-AS1,1
ENSG00000168275,COA6,1
ENSG00000059588,TARBP1,1
ENSG00000307097,ENSG00000307097,1
ENSG00000231768,LINC01354,1
ENSG00000304567,ENSG00000304567,1
ENSG00000288760,ENSG00000288760,1
ENSG00000286210,ENSG00000286210,1
ENSG00000287633,ENSG00000287633,1
ENSG00000230404,ENSG00000230404,1
ENSG00000212144,U8,1
ENSG00000289057,ENSG00000289057,1
ENSG00000309433,ENSG00000309433,1
ENSG00000300566,ENSG00000300566,1
ENSG00000168264,IRF2BP2,1
ENSG00000306466,ENSG00000306466,1
ENSG00000228830,ENSG00000228830,1
ENSG00000224939,LINC00184,1
ENSG00000303740,ENSG00000303740,1
ENSG00000303726,ENSG00000303726,1
ENSG00000303708,ENSG00000303708,1
ENSG00000303653,ENSG00000303653,1
ENSG00000272362,ENSG00000272362,1
ENSG00000228044,LOC101927787,1
ENSG00000230628,ENSG00000230628,1
ENSG00000309002,ENSG00000309002,1
ENSG00000282097,ENSG00000282097,1
ENSG00000227630,LINC01132,1
ENSG00000289377,ENSG00000289377,1
ENSG00000300472,ENSG00000300472,1
ENSG00000279261,LINC02961,1
ENSG00000300489,ENSG00000300489,1
ENSG00000299147,ENSG00000299147,1
ENSG00000286263,ENSG00000286263,1
ENSG00000201638,RNY4P16,1
ENSG00000310506,ENSG00000310506,1
ENSG00000239690,RN7SL668P,1
ENSG00000310502,ENSG00000310502,1
ENSG00000237520,LINC02971,1
ENSG00000238005,LNCATV,1
ENSG00000310509,ENSG00000310509,1
ENSG00000310513,ENSG00000310513,1
ENSG00000258082,LINC03108,1
ENSG00000310510,ENSG00000310510,1
ENSG00000280587,LINC01348,1
ENSG00000294496,ENSG00000294496,1
ENSG00000308710,ENSG00000308710,1
ENSG00000308755,ENSG00000308755,1
ENSG00000233018,ENSG00000233018,1
ENSG00000273416,ENSG00000273416,1
ENSG00000305676,ENSG00000305676,1
ENSG00000173726,TOMM20,1
ENSG00000207181,SNORA14B,1
ENSG00000188739,RBM34,1
ENSG00000054267,ARID4B,1
ENSG00000289114,ENSG00000289114,1
ENSG00000263439,MIR4753,1
ENSG00000236863,RPL23AP23,1
ENSG00000152904,GGPS1,1
ENSG00000285053,ENSG00000285053,1
ENSG00000227962,ENSG00000227962,1
ENSG00000230026,ENSG00000230026,1
ENSG00000285177,LOC124904559,1
ENSG00000284770,TBCE,1
ENSG00000229795,RPS21P1,1
ENSG00000162885,B3GALNT2,1
ENSG00000238236,MTCYBP14,1
ENSG00000235638,MTND6P14,1
ENSG00000231199,MTND5P19,1
ENSG00000226663,MTND4P10,1
ENSG00000231582,MTND4LP21,1
ENSG00000232714,MTND3P8,1
ENSG00000235761,MTCO3P46,1
ENSG00000168243,GNG4,1
ENSG00000270710,ENSG00000270710,1
ENSG00000227236,ENSG00000227236,1
ENSG00000309640,ENSG00000309640,1
ENSG00000295205,ENSG00000295205,1
ENSG00000143669,LYST,1
ENSG00000296841,ENSG00000296841,1
ENSG00000235674,LDHAP2,1
ENSG00000222831,MIR1537,1
ENSG00000302457,ENSG00000302457,1
ENSG00000229291,LINC02768,1
ENSG00000206803,RNU6-968P,1
ENSG00000302482,ENSG00000302482,1
ENSG00000116962,NID1,1
ENSG00000252822,Y_RNA,1
ENSG00000309175,ENSG00000309175,1
ENSG00000309188,ENSG00000309188,1
ENSG00000293995,ENSG00000293995,1
ENSG00000235371,ACO2P2,1
ENSG00000286142,ENSG00000286142,1
ENSG00000077585,GPR137B,1
ENSG00000086619,ERO1B,1
ENSG00000222650,RNU2-70P,1
ENSG00000306684,ENSG00000306684,1
ENSG00000237922,ENSG00000237922,1
ENSG00000186197,EDARADD,1
ENSG00000244457,ENO1P1,1
ENSG00000116977,LGALS8,1
ENSG00000223776,LGALS8-AS1,1
ENSG00000273058,ENSG00000273058,1
ENSG00000230325,ENSG00000230325,1
ENSG00000119285,HEATR1,1
ENSG00000077522,ACTN2,1
ENSG00000116984,MTR,1
ENSG00000226498,RPSAP21,1
ENSG00000302268,ENSG00000302268,1
ENSG00000302280,ENSG00000302280,1
ENSG00000237991,RPL35P1,1
ENSG00000302297,ENSG00000302297,1
ENSG00000244020,MT1HL1,1
ENSG00000288099,ENSG00000288099,1
ENSG00000198626,RYR2,1
ENSG00000252396,RN7SKP195,1
ENSG00000310281,ENSG00000310281,1
ENSG00000266262,MIR4428,1
ENSG00000252290,ENSG00000252290,1
ENSG00000296715,ENSG00000296715,1
ENSG00000289628,ENSG00000289628,1
ENSG00000237250,LOC100130331,1
ENSG00000116996,ZP4,1
ENSG00000243781,ENSG00000243781,1
ENSG00000283174,MTCO1P38,1
ENSG00000283166,MTND2P27,1
ENSG00000283377,MTND1P25,1
ENSG00000303841,ENSG00000303841,1
ENSG00000232154,MTCYBP15,1
ENSG00000225723,MTND6P15,1
ENSG00000227860,MTND5P18,1
ENSG00000230019,YWHAQP9,1
ENSG00000301680,ENSG00000301680,1
ENSG00000234464,LOC105373220,1
ENSG00000232989,ENSG00000232989,1
ENSG00000252371,RNU6-725P,1
ENSG00000301350,ENSG00000301350,1
ENSG00000215808,LINC01139,1
ENSG00000215149,KRT18P32,1
ENSG00000224783,MIPEPP2,1
ENSG00000287177,ENSG00000287177,1
ENSG00000227854,ENSG00000227854,1
ENSG00000287589,ENSG00000287589,1
ENSG00000306863,ENSG00000306863,1
ENSG00000259776,LOC105373223,1
ENSG00000133019,CHRM3,1
ENSG00000233355,CHRM3-AS2,1
ENSG00000234601,CHRM3-AS1,1
ENSG00000307704,ENSG00000307704,1
ENSG00000215805,LOC128136,1
ENSG00000287102,RPS7P5,1
ENSG00000217327,RPS7P5,1
ENSG00000155816,FMN2,1
ENSG00000228818,PSMD2P1,1
ENSG00000202041,Y_RNA,1
ENSG00000223694,ADH5P3,1
ENSG00000233735,ENSG00000233735,1
ENSG00000303229,ENSG00000303229,1
ENSG00000252317,Y_RNA,1
ENSG00000233519,ENSG00000233519,1
ENSG00000295599,ENSG00000295599,1
ENSG00000180875,GREM2,1
ENSG00000224359,ENSG00000224359,1
ENSG00000300002,ENSG00000300002,1
ENSG00000226014,ENSG00000226014,1
ENSG00000231440,ENSG00000231440,1
ENSG00000300024,ENSG00000300024,1
ENSG00000228844,RPS11P2,1
ENSG00000251750,RNU5F-8P,1
ENSG00000234872,ENSG00000234872,1
ENSG00000296496,ENSG00000296496,1
ENSG00000199241,Y_RNA,1
ENSG00000309606,ENSG00000309606,1
ENSG00000230015,LOC100506929,1
ENSG00000226919,ENSG00000226919,1
ENSG00000182901,RGS7,1
ENSG00000223963,THAP12P8,1
ENSG00000215802,RFKP1,1
ENSG00000233615,HNRNPA1P42,1
ENSG00000238085,ENSG00000238085,1
ENSG00000265831,MIR3123,1
ENSG00000308207,ENSG00000308207,1
ENSG00000224348,RPL36P6,1
ENSG00000286496,LOC124904601,1
ENSG00000287516,ENSG00000287516,1
ENSG00000287738,ENSG00000287738,1
ENSG00000091483,FH,1
ENSG00000117009,KMO,1
ENSG00000306066,ENSG00000306066,1
ENSG00000054277,OPN3,1
ENSG00000203668,CHML,1
ENSG00000287513,ENSG00000287513,1
ENSG00000162843,WDR64,1
ENSG00000288723,ENSG00000288723,1
ENSG00000302976,ENSG00000302976,1
ENSG00000229022,RPL6P3,1
ENSG00000174371,EXO1,1
ENSG00000235990,RPL23AP20,1
ENSG00000294475,ENSG00000294475,1
ENSG00000196289,BECN2,1
ENSG00000213026,CFL1P4,1
ENSG00000197769,MAP1LC3C,1
ENSG00000297182,ENSG00000297182,1
ENSG00000224625,TUBB8P6,1
ENSG00000277099,ENSG00000277099,1
ENSG00000180287,PLD5,1
ENSG00000272865,ENSG00000272865,1
ENSG00000252084,RN7SKP12,1
ENSG00000226750,ENSG00000226750,1
ENSG00000235467,RPL10AP5,1
ENSG00000213690,ENSG00000213690,1
ENSG00000296283,ENSG00000296283,1
ENSG00000270859,ENSG00000270859,1
ENSG00000306618,ENSG00000306618,1
ENSG00000215800,RSL24D1P4,1
ENSG00000270818,LOC100129949,1
ENSG00000277704,LOC100420879,1
ENSG00000230199,ENSG00000230199,1
ENSG00000234116,ENSG00000234116,1
ENSG00000291216,ENSG00000291216,1
ENSG00000231512,SEPTIN14P21,1
ENSG00000278455,CICP21,1
ENSG00000253326,ENSG00000253326,1
ENSG00000291217,LINC01347,1
ENSG00000212230,RNU6-747P,1
ENSG00000214837,LINC01347,1
ENSG00000227230,ENSG00000227230,1
ENSG00000143702,CEP170,1
ENSG00000232085,ENSG00000232085,1
ENSG00000054282,SDCCAG8,1
ENSG00000224727,FCF1P7,1
ENSG00000265201,MIR4677,1
ENSG00000117020,AKT3,1
ENSG00000236031,ENSG00000236031,1
ENSG00000226766,FABP7P1,1
ENSG00000232184,ENSG00000232184,1
ENSG00000228939,AKT3-IT1,1
ENSG00000305096,ENSG00000305096,1
ENSG00000226828,LINC02774,1
ENSG00000304920,ENSG00000304920,1
ENSG00000289055,ENSG00000289055,1
ENSG00000179456,ZBTB18,1
ENSG00000297283,ENSG00000297283,1
ENSG00000279774,ENSG00000279774,1
ENSG00000229960,ENSG00000229960,1
ENSG00000286486,ENSG00000286486,1
ENSG00000237759,ENSG00000237759,1
ENSG00000244066,RN7SL148P,1
ENSG00000302038,ENSG00000302038,1
ENSG00000302056,ENSG00000302056,1
ENSG00000294642,ENSG00000294642,1
ENSG00000287531,ENSG00000287531,1
ENSG00000306473,ENSG00000306473,1
ENSG00000306362,ENSG00000306362,1
ENSG00000306345,ENSG00000306345,1
ENSG00000298956,ENSG00000298956,1
ENSG00000289439,ENSG00000289439,1
ENSG00000300752,ENSG00000300752,1
